id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURzek5fMHB3RRABGhZQYVM0N2xqaktpWkJmV2kyRzNHZ2x3,,Hace 3 semanas,2020-03-23 11:48:14.638977,4.0,Juan Pedro Peña Luengo,0,0,https://www.google.com/maps/contrib/103299364544499542043?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzeko2cWZ3EAEaFm96QmNHZ3VGTGxBYnBSTzdlQWpJZmc,Lo mejor de Badajoz,Hace 3 semanas,2020-03-23 11:48:14.639974,5.0,Jose Luis Fernández Peguiño,0,0,https://www.google.com/maps/contrib/115499065917266686075?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzbEstMmR3EAEaFmIwcHRhU2VLWDRNbjRlT1JqdXA5emc,,Hace 3 semanas,2020-03-23 11:48:21.043197,5.0,Luís Valério,0,0,https://www.google.com/maps/contrib/104122755109221168502?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzbEktclBREAEaFk5xVV9iTTZ2a244X0x4ZVYyMi1ETnc,,Hace 3 semanas,2020-03-23 11:48:21.044197,5.0,Javier Delgado Rodríguez,0,0,https://www.google.com/maps/contrib/104549744113819010147?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzNU92RHZBRRABGhZudFVlTGFZdmlBYUhGcExJQm1wZkdR,,Hace 4 semanas,2020-03-23 11:48:21.045191,5.0,Ana Durán Pila,0,0,https://www.google.com/maps/contrib/106381995946969513741?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzNUtuOTFnRRABGhZaWktrWFRETUlZenBRQWpCcUREU1VR,(Traducido por Google) Espacio alrededor de la catedral.  (Original) Espaço em redor da Catedral.,Hace 4 semanas,2020-03-23 11:48:21.046189,4.0,Nuno Cruz,0,0,https://www.google.com/maps/contrib/108588029322655171033?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzLUt1WjZRRRABGhZLVVlKZU4xdUpDMjJ4YXpxbUdOeFF3,,Hace 4 semanas,2020-03-23 11:48:21.046189,5.0,Eliana Pizarro,0,0,https://www.google.com/maps/contrib/101208116014102828195?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzLUwzTFVREAEaFktqUGlaS3RBMXhKZVdVTkFGNXBZOEE,(Traducido por Google) Naoufal  (Original) Naoufal,Hace 4 semanas,2020-03-23 11:48:21.047186,5.0,Adelati Ati,8,0,https://www.google.com/maps/contrib/100098601342821618301?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzMlAtcThBRRABGhZWWm9CQlJobUkyN2F3TGhmZ2l6S29R,,Hace un mes,2020-03-23 11:48:21.048185,5.0,Alberto Mazo Martinez,0,0,https://www.google.com/maps/contrib/116716215042473952278?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzd0syaVJ3EAEaFkJ5MGFoM21CTl9JeHFyY1czckV0RWc,,Hace un mes,2020-03-23 11:48:21.049182,3.0,Santiago Morcuende Timón,0,0,https://www.google.com/maps/contrib/104102041754176029834?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzejhYUEZnEAEaFmlGVFh2UUxQcGJHRU91RDJOM19vSVE,"La catedral de Badajoz es paso obligado para todos aquellos turistas que visiten esta ciudad. Para las bodas, aunque bastante pobre de luz en su interior, cuenta con esa solemnidad propia de las catedrales.",Hace un mes,2020-03-23 11:48:21.050179,5.0,Arteextremeño fotógrafo de bodas,0,0,https://www.google.com/maps/contrib/101994778779905608731?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzOV9UWDBnRRABGhZpQ2dEUjdzcndnWjhXdXl0QnFHajV3,,Hace un mes,2020-03-23 11:48:21.050179,4.0,Carmen Rosendo,1,0,https://www.google.com/maps/contrib/101131436669033890323?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzMTctVldBEAEaFjFjcC1vZ0xCMVVta2pJWFlPak1Hanc,,Hace un mes,2020-03-23 11:48:27.425926,3.0,Angel Cánovas Lucas,8,0,https://www.google.com/maps/contrib/104164741264449089787?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzNV8ycU9REAEaFjZxU0FkN3lmNnY4UTRtMU9remRVTEE,,Hace un mes,2020-03-23 11:48:27.426923,5.0,Martin Martin Diaz,13,0,https://www.google.com/maps/contrib/113288887556722523298?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzcDRDcW5BRRABGhY1ZHdzVHVyUE92cWE0MlZpcTNrV1FR,(Traducido por Google) Hermoso lugar. Y las naranjas y mandarinas son maravillosas.  (Original) Lindo lugar. E as laranjas e tangerinas são maravilhosa.,Hace un mes,2020-03-23 11:48:27.427921,5.0,Prof Samanta Souza,0,0,https://www.google.com/maps/contrib/106271581416929734084?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzaF9lWm1RRRABGhYtY3N6bWl6dk5oYk91V3I3YVZzRXBR,En tu visita a Badajoz no dejes de verla.,Hace un mes,2020-03-23 11:48:27.428918,5.0,Caracter Digital,39,0,https://www.google.com/maps/contrib/112110710148613364383?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzODdMTmNBEAEaFmxmLW1XUnNTc2oxblMxbVc0S1hLb2c,,Hace un mes,2020-03-23 11:48:27.429915,3.0,Zulimad García Castro,4,0,https://www.google.com/maps/contrib/113228310671929121341?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzczVhZk9BEAEaFk1uNEJ5UllsemM0V3FWRzhpZzlNZmc,Me ha gustado bonita y la zona estupenda para tapear,Hace un mes,2020-03-23 11:48:27.430913,4.0,monterojm,0,0,https://www.google.com/maps/contrib/111606503372547954201?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzczhpQm1RRRABGhZhZUVDdHkyT3JoSjNqc2EzMlVia0V3,,Hace un mes,2020-03-23 11:48:27.431910,5.0,raul martin,0,0,https://www.google.com/maps/contrib/114967182750858830151?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzMDdMcXl3RRABGhY3UkExNFRKblZSejdQeVFzaDhZNGJB,,Hace un mes,2020-03-23 11:48:27.431910,5.0,Micaela Estrecha,0,0,https://www.google.com/maps/contrib/111374489117630410585?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzNDVITmt3RRABGhZlNnlRcG5DYWxVY1dsSjRsQUdFS3ZB,Catedral militar en muy buena conservacion,Hace un mes,2020-03-23 11:48:27.432907,5.0,Juan Antonio Leo Bas,0,0,https://www.google.com/maps/contrib/100173341475534522979?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzNDRIU0pREAEaFlBBOWM0d1JEdFhRbEZzS3VNUW00cXc,,Hace un mes,2020-03-23 11:48:27.433905,4.0,Yolanda Gonzalez,0,0,https://www.google.com/maps/contrib/114862884623721688186?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzb19faW13RRABGhZlcEd0NFVXamZ0bU1rX0xOa0xFQXR3,Preciosa vale la pena visitar nuestra catedral del siglo ××lol y del gótico en su interior.,Hace un mes,2020-03-23 11:48:33.866847,5.0,Mari Carmen Ardila Mendiano,0,0,https://www.google.com/maps/contrib/104239730219316087292?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzZy1mdHh3RRABGhZ3ODVWV054cWw0THlsejFCS2Z2dUJB,,Hace un mes,2020-03-23 11:48:33.867845,3.0,Pedro Azevedo,0,0,https://www.google.com/maps/contrib/109811214253833683561?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzN2NfVDNRRRABGhY3NDVqMzYzTEhTTk9JQVJucE45b3pB,,Hace un mes,2020-03-23 11:48:33.868842,5.0,José Ramón González,1,0,https://www.google.com/maps/contrib/107044599799236181165?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzN1luMGd3RRABGhZzQl8tUHFtUlR1ajUyNTV0V0pDaTVR,,Hace un mes,2020-03-23 11:48:33.869839,5.0,Francisco del Pino del Pino,0,0,https://www.google.com/maps/contrib/115600229204661072953?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzMWRqaGFnEAEaFmFKWG1zLVNOdWVuRVFfdlR1Y3ZsdXc,(Traducido por Google) Hermoso  (Original) Lindíssimo,Hace un mes,2020-03-23 11:48:33.870836,5.0,Mar Mar,13,0,https://www.google.com/maps/contrib/113233290753648040911?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzNVpYOE13EAEaFjJRaGkwQ2NRa0ZaekNnNUpMWWZWY3c,,Hace un mes,2020-03-23 11:48:33.870836,5.0,Lara Jiménez,0,0,https://www.google.com/maps/contrib/101726787945500065563?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzNWR5eDhBRRABGhYyNFlPR2d1c3Y5eU04Y3l6TE52V01n,,Hace un mes,2020-03-23 11:48:33.871834,4.0,javier gomez,0,0,https://www.google.com/maps/contrib/111613426322408420314?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzcFpUNFVnEAEaFlBPNXZaOU5Sb1Z4X19RSkRTdWZHUnc,,Hace un mes,2020-03-23 11:48:33.872831,5.0,Jordi Jorddi,0,0,https://www.google.com/maps/contrib/112375171404118860341?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzeVpIVy1BRRABGhZrc1dsa1hvNHFuZkF6WE1pWnJmYkRn,,Hace un mes,2020-03-23 11:48:33.873829,4.0,Ju Ferraz,0,0,https://www.google.com/maps/contrib/115083746926169646129?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzOFkzaVN3EAEaFkJacTZnSmlZMXhjR2Z1TTQ2YmhiRWc,,Hace un mes,2020-03-23 11:48:33.874826,5.0,Marina Blanco,26,0,https://www.google.com/maps/contrib/103402339072418207863?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzOGRTMGZREAEaFnpXOTJDM0R0Z3dsZHE5UDhUX3JlSEE,"X sus filigranas ornamentales, su claustro, su sillería, su aspecto externo como fortificación por estar en ciudad sometida a guerras en la antigüedad, por su museo...",Hace un mes,2020-03-23 11:48:40.304261,4.0,mc martinez,0,0,https://www.google.com/maps/contrib/104840619284216572527?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzMGFiV3JBRRABGhZfUlhpa2pZWTFuRjB6eVFnel9GMHpB,,Hace un mes,2020-03-23 11:48:40.305259,4.0,pedro azevedo,0,0,https://www.google.com/maps/contrib/106930998431472396845?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzb2JUWFJnEAEaFnZtbDJFdm1SczZjeThDTkdqVDF2V1E,,Hace un mes,2020-03-23 11:48:40.306256,5.0,Cristina Núñez Lagar,0,0,https://www.google.com/maps/contrib/106155902429415299109?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzd1pPMTVBRRABGhZQbXVPVmlFelFpekg0UFlQZkNRR1Rn,,Hace un mes,2020-03-23 11:48:40.307253,5.0,Keylor Hernandez,0,0,https://www.google.com/maps/contrib/111213428152282395664?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzdnR2Um93RRABGhZHNjk2LXU0SDFfTjhSaFpoNVc3VnJB,,Hace un mes,2020-03-23 11:48:40.308251,5.0,Diana Bernardo,5,0,https://www.google.com/maps/contrib/118082838849696535564?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzdnB6UmxnRRABGhZoWDVpQjViRzJxZ2dnOTBxWUpvSGR3,,Hace un mes,2020-03-23 11:48:40.309248,5.0,Pepito Grillo,1,0,https://www.google.com/maps/contrib/113114368327143274610?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzM29pVFNREAEaFi1JRk1UZ1M2cmptVllqTXJ5NTFHamc,,Hace un mes,2020-03-23 11:48:40.309248,5.0,Nacho Melcón,0,0,https://www.google.com/maps/contrib/104522024684974502254?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzN3BpNnJ3RRABGhZfUTZvcHRUaEpKQWxTWlk0ZGluSmhB,,Hace un mes,2020-03-23 11:48:40.310245,5.0,Jose Vacas,10,0,https://www.google.com/maps/contrib/115953031669004235763?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzdHZtYWFBEAEaFkhaUEk1S0N2YU5jbzNfVnN4eVA2Z1E,,Hace un mes,2020-03-23 11:48:40.311243,5.0,Edu Baldirà,1,0,https://www.google.com/maps/contrib/116403137669329738672?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzbHFlNWhRRRABGhZ6UWJuUDlpR3VzZFFsc2FqOTdabTNn,,Hace un mes,2020-03-23 11:48:40.312240,5.0,Eva Garcia,3,0,https://www.google.com/maps/contrib/101397073446852045483?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzbXJDUjBBRRABGhZLQzJRRlc4UjZ2Z2ZmVDRjVU9vR1p3,,Hace un mes,2020-03-23 11:48:46.848542,5.0,Joaquin Mejias Marquez,2,0,https://www.google.com/maps/contrib/100627405485591162345?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzeW91TnBnRRABGhZVT05zTTAyVThPOFFjTmhPWjhtdDF3,,Hace un mes,2020-03-23 11:48:46.849539,5.0,Pedro Carrasco Fonseca,3,0,https://www.google.com/maps/contrib/109901647947162161057?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzMHJqSVJBEAEaFmpQN3FMUG1ySTNwa2J2N3NIZjdSNEE,,Hace un mes,2020-03-23 11:48:46.850537,5.0,GUADA LB,0,0,https://www.google.com/maps/contrib/107490517877348320051?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNza3JYVktnEAEaFi0waXBFMWxEU0hhYi1aLTZQaXdHaUE,,Hace un mes,2020-03-23 11:48:46.851534,5.0,roberto martin plata,0,0,https://www.google.com/maps/contrib/111586431798766890019?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzb3NUV09nEAEaFnJkTTFWNF9ldkFLeU9fbVVqQUFaU0E,Buenas cañas en la plaza,Hace un mes,2020-03-23 11:48:46.851534,5.0,Estefania Pino,0,0,https://www.google.com/maps/contrib/109019245743632452064?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzZ3BtbDZ3RRABGhYtNHhETVNPaXBIdGQ2Z1JQNTJPYnFn,,Hace un mes,2020-03-23 11:48:46.852531,5.0,Fernando Fuerte,2,0,https://www.google.com/maps/contrib/105198047933482089962?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzZ29MdlNnEAEaFkxNc2VfYk9URW5jZnJHN3phVjNxUUE,,Hace un mes,2020-03-23 11:48:46.853529,4.0,Nélia Alves,0,0,https://www.google.com/maps/contrib/100056619051260008182?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNzMU5LaTl3RRABGhZSZ09rMDZLX3dUVkJGUFdzT3EtWFJR,,Hace 2 meses,2020-03-23 11:48:46.854526,5.0,Maria Gal,0,0,https://www.google.com/maps/contrib/109341757595967791189?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzbEt1aElBEAEaFmdzWVpXSGNmMk1hWmJIUDcxQzFUamc,"Por k no lo conocía hasta hace un mes y hay muchas cosas muy importantes y preciosas, es divino de ver",Hace 2 meses,2020-03-23 11:48:46.855524,5.0,Seve Prada,0,0,https://www.google.com/maps/contrib/115286264474816580873?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzaElIa0F3EAEaFkcycVVvcHdwR1drMng4SWlOMERPRXc,,Hace 2 meses,2020-03-23 11:48:46.856521,5.0,Daniel Calderón,0,0,https://www.google.com/maps/contrib/100380987915980543088?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzLUt1OGFnEAEaFklJZXhfWFN1Nm9KNWZxd3NyOFpuYnc,Excelente,Hace 2 meses,2020-03-23 11:48:53.370331,5.0,JUAN JOSE RODRIGUEZ INFANTE,12,0,https://www.google.com/maps/contrib/117375813975743322450?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNzOFBySkZnEAEaFlFyeW5ueFR4ZC1EMi1vSThnanJqQmc,,Hace 2 meses,2020-03-23 11:48:53.371329,5.0,Julian Cabanillas vazquez,9,0,https://www.google.com/maps/contrib/108708049043376168102?hl=es-ES
