id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNjeExTYlBnEAEaFlhSSy1odmRBVE9nclNaUjQ5c3N0d3c,,Hace una semana,2020-03-23 11:44:29.398630,5.0,Víctor García Escudero,0,0,https://www.google.com/maps/contrib/105429891341753664875?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNjdUlfM053EAEaFnpGRlhDc29vd2xhR3BnWUdIZDdsT0E,"Muy bonito, genial para dar un paseo las vistas de ciudad preciosas.",Hace una semana,2020-03-23 11:44:29.399627,4.0,DonMontecristo4,0,0,https://www.google.com/maps/contrib/112533755532305723350?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNjaVBDTVJnEAEaFnJFdDVyZUE4bDdtb3ZoUWkxR2RkNFE,,Hace una semana,2020-03-23 11:44:29.400625,3.0,Diego Delgado Ayuso,1,0,https://www.google.com/maps/contrib/116471685447956677430?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNjOEpidGtRRRABGhZ6THFNd2ljNkpIQnZXbWY0VmpyYzN3,,Hace una semana,2020-03-23 11:44:29.401622,5.0,Rocio Rodríguez,2,0,https://www.google.com/maps/contrib/102465991526770502629?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNjOEtEcEpnEAEaFktHclpXYU5sLXlpNTFEQ1NXVHlHblE,"(Traducido por Google) Genial, vale la pena caminar por los muros del antiguo castillo  (Original) Super, warto przejść sie po murach starego zamku",Hace una semana,2020-03-23 11:44:29.402620,5.0,Mateusz Węgliński,0,0,https://www.google.com/maps/contrib/109843985219457730818?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNjc003TlFREAEaFjBlSWlmRmxEd29YbEVjbjUxbVFoelE,,Hace una semana,2020-03-23 11:44:29.402620,5.0,Ilhan Blanco,0,0,https://www.google.com/maps/contrib/112737689142604966230?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzMmI2RzVBRRABGhZwWVRTTl9HR2Yza2xuR0JPV1FaTHFn,Precioso y muy bien conservado,Hace 2 semanas,2020-03-23 11:44:29.403617,5.0,yolanda garcia,0,0,https://www.google.com/maps/contrib/112327031104046163681?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMmRiVExnEAEaFkJIby1iNzBvd0N1b01qaGw3MHVBZGc,"Esta bien, pero deberían de tener un mejor mantenimiento y dejar subir a las zonas donde puedes ver mejor las vistas, aunque bueno las vistas no son nada del otro mundo, hay sitios en Badajoz con mejores vistas.",Hace 2 semanas,2020-03-23 11:44:29.404614,3.0,Alex ASM,0,0,https://www.google.com/maps/contrib/103647801142766004102?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzbWNIWDBRRRABGhZvd1lGWjhoZW5DdGxjWGM2SWQ0Sk13,,Hace 2 semanas,2020-03-23 11:44:35.798706,5.0,MERCEDES BG,0,0,https://www.google.com/maps/contrib/106314112159875599567?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzbVpTRi1nRRABGhZMT2VjQzFxejRjRjducEhyVFI3aENn,"(Traducido por Google) Seguro que estará bien, después de los trabajos ...  (Original) Vai ficar bom de certeza, depois das obras...",Hace 2 semanas,2020-03-23 11:44:35.799703,3.0,António Martins,0,0,https://www.google.com/maps/contrib/102484270882314532797?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNmRleEVBEAEaFkhleGowU0dVbTJXbEVReC1jWlNZSXc,,Hace 2 semanas,2020-03-23 11:44:35.800700,5.0,Sonia Infante,0,0,https://www.google.com/maps/contrib/110296854545658125319?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNlk3dmFBEAEaFllxcVk4aEViOHcxS1JXdExId1FYSmc,Excelente,Hace 2 semanas,2020-03-23 11:44:35.806692,5.0,Javier Viloria,26,0,https://www.google.com/maps/contrib/105964033278266069839?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzcVlMUWxnRRABGhZLMmdwa1JWTDdpenROa3pUR3F1M053,,Hace 2 semanas,2020-03-23 11:44:35.807682,5.0,Dario Martini,0,0,https://www.google.com/maps/contrib/110628650245998391559?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzaVllRTJBRRABGhZENFpFdlhZUC1TWWlySVlFcVVlZHpR,,Hace 2 semanas,2020-03-23 11:44:35.810674,5.0,Israel Ramos,0,0,https://www.google.com/maps/contrib/114880366259155362088?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzaWViM0dREAEaFjVoUkNWVEFlamFFdGJlV2p5OHBxY2c,Es muy interesante y se tiene unas vistas .....,Hace 2 semanas,2020-03-23 11:44:35.815661,4.0,Martina Peters,0,0,https://www.google.com/maps/contrib/105267392912392046887?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzaVpMNjhRRRABGhZIOGlPbjFOUjJ5V3VyZHpGdWlkRElR,,Hace 2 semanas,2020-03-23 11:44:35.817656,5.0,Larissa Guimarães Rocha,5,0,https://www.google.com/maps/contrib/102902157279427235653?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzOGMtdHB3RRABGhZqeFhzbFFxUVBCcjhGWlU4UHd4cTB3,,Hace 2 semanas,2020-03-23 11:44:35.821646,5.0,David Martin Matito,0,0,https://www.google.com/maps/contrib/114825831375179579718?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzOGJQNHZ3RRABGhZtaWNYSndDWTFITTU2YzdjQjFzX1dn,Lo mejor de Badajoz,Hace 2 semanas,2020-03-23 11:44:35.825634,5.0,Borja Morillo,0,0,https://www.google.com/maps/contrib/115017416987706930188?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzc1lfZGlRRRABGhZ6WlJDTG05VWhYRlF5QWxFQjZEalBR,,Hace 2 semanas,2020-03-23 11:44:42.162626,4.0,Catia Simões,0,0,https://www.google.com/maps/contrib/108839249024074817987?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzc2RXVjd3RRABGhZfUlhqdTNISExYNjRucERFVU9hZTJ3,,Hace 2 semanas,2020-03-23 11:44:42.163623,5.0,Maria Hurtado,0,0,https://www.google.com/maps/contrib/105211776088232834630?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzc2E2MmdnRRABGhY0M2VDdUVydmJIanFMcUVIMGV2cTVR,,Hace 2 semanas,2020-03-23 11:44:42.164620,5.0,Piedad Soto,1,0,https://www.google.com/maps/contrib/110204295895930645937?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNFpDaGZBEAEaFmJ0bWZmanV3ZV82WjR3djBqNEhVX3c,,Hace 2 semanas,2020-03-23 11:44:42.165618,5.0,Carolina Iorfida,0,0,https://www.google.com/maps/contrib/116085949084357541306?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzb2Fxa0hBEAEaFlMzazZHUXJtMnNEb0xmYzZlVmhJSkE,"Joya poco conocida,  es increíble que sea la más grande de Europa y no este mejor conservado.",Hace 2 semanas,2020-03-23 11:44:42.165618,5.0,Araceli Garcia Lustre,0,0,https://www.google.com/maps/contrib/114738759916859676800?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzX3I3MEZREAEaFkdhNGhHLURKUHZ1VGxEVDh1UXlkd2c,,Hace 2 semanas,2020-03-23 11:44:42.166615,5.0,Dolors Guerrero Vacas,4,0,https://www.google.com/maps/contrib/107272942014399022171?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzdnBqSXRRRRABGhZPSjVYNXY0NXJneXBoNGN0MkI5eTdn,,Hace 2 semanas,2020-03-23 11:44:42.167612,5.0,Luciana Duque,0,0,https://www.google.com/maps/contrib/107307167524596846110?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzM3FfeUpREAEaFk14UlJxRTRVUDRob2Z5MWp4T3VqRUE,,Hace 2 semanas,2020-03-23 11:44:42.168609,5.0,Andrea Sánchez,8,0,https://www.google.com/maps/contrib/112165720671739232998?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzM292WURBEAEaFmtTcUZrRDRLMjYya082OXpjcEVlZ1E,,Hace 2 semanas,2020-03-23 11:44:42.169607,4.0,ANGEL MARIA,122,0,https://www.google.com/maps/contrib/106575747072886996654?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzM3ZMdHlnRRABGhZESURhS2RYRGhHY1V2M3c4U1dvX213,,Hace 2 semanas,2020-03-23 11:44:42.170612,5.0,Clarisa Herreras Diez,0,0,https://www.google.com/maps/contrib/109139873024568861718?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzN3JXZFRnEAEaFmpZYUFwUU42UzBaZVpDRjctUHdQNlE,,Hace 2 semanas,2020-03-23 11:44:48.583556,4.0,Jimmy,0,0,https://www.google.com/maps/contrib/114060120791289114604?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzN29HREZnEAEaFjlZR0twNy1WVy1BeFJlOWVBYlRoTVE,,Hace 2 semanas,2020-03-23 11:44:48.584553,5.0,Ana Baturone Cárdeno,0,0,https://www.google.com/maps/contrib/104837702075512929091?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzcnBhS213RRABGhZrZ3UzV1RPR21nbTU2TjdQeFBwblpB,(Traducido por Google) Lugar precioso e histórico.  (Original) Precioso e histórico lugar.,Hace 2 semanas,2020-03-23 11:44:48.585555,5.0,Ana Mar,0,0,https://www.google.com/maps/contrib/107226061508988693158?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzem9PdTNnRRABGhZJbWJJRmpRc3ZmNnFpeENzUmIzenBB,Un lugar muy recomendable para visitar y no dejar de ver el museo,Hace 2 semanas,2020-03-23 11:44:48.586548,5.0,Cristina Salguero,1,0,https://www.google.com/maps/contrib/106921527972851535491?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzdHBPRE9nEAEaFjZVLUdMUGsxWHhkalJ2NnBzbmtma0E,,Hace 2 semanas,2020-03-23 11:44:48.587545,5.0,ALEJANDRO CURRAS RIVAS,0,0,https://www.google.com/maps/contrib/107927763753813405378?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMXFXRUNBEAEaFnNpdTQtWk42ZDN2a0NlLXpyTWZxanc,"Extensa alcazaba, donde se aprecia unas vistas de Badajoz muy bonitas. Vale la pena pasear x todo el recinto. Como crítica constructiva, se recomienda mejorar la limpieza del entorno.",Hace 2 semanas,2020-03-23 11:44:48.588543,4.0,Pedro Gomez,0,0,https://www.google.com/maps/contrib/112686347130924174553?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMXZDY1BBEAEaFkswa0NtZkFVY1FWQ0dYSXM1dldvTWc,,Hace 2 semanas,2020-03-23 11:44:48.589540,5.0,maria angeles ruiz,4,0,https://www.google.com/maps/contrib/116804359046799259671?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzcG9fRTNnRRABGhYwZXFiY3piWlJfNkR0Uk1qaEpveTFB,,Hace 2 semanas,2020-03-23 11:44:48.590538,5.0,Carmen Barragan,0,0,https://www.google.com/maps/contrib/103826184905341726796?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzcHNILWp3RRABGhZkNi1yLXJtM3hqb2RVS1Vpd0tMM1l3,,Hace 2 semanas,2020-03-23 11:44:48.590538,5.0,Jessica Borges,0,0,https://www.google.com/maps/contrib/113031383458834349278?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzLXRmZTlnRRABGhZ5b3J0TlJPVlJpY3pPN2NrUzNpTW13,,Hace 3 semanas,2020-03-23 11:44:48.591535,5.0,Pedro Oliveira,0,0,https://www.google.com/maps/contrib/112429763472744144751?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzdXMyUzF3RRABGhZPbXBUbHgwS2liNjQ1MlFpSmtweWdR,,Hace 3 semanas,2020-03-23 11:44:55.315391,5.0,Teresa Romero Rey,0,0,https://www.google.com/maps/contrib/116728941067723243123?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzdXJXNGN3EAEaFnJ6cVdNLUlwVHY2dXRzcnRGMzRjeXc,,Hace 3 semanas,2020-03-23 11:44:55.316385,5.0,Maria Jose del Campo Fernandez,0,0,https://www.google.com/maps/contrib/109321117218250924801?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzMnY3dXR3RRABGhZvZFpTeUZ1M0p3TTVwOG5iOXVZUG5n,Las mejores vistas de Badajoz. Recomendado el paseo por la muralla y los jardines de la Galera,Hace 3 semanas,2020-03-23 11:44:55.318402,5.0,Pablo Melendez Delgado,0,0,https://www.google.com/maps/contrib/109464402766284623724?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMnNybkNnEAEaFkRObnhQRDhEX0dLTUpRYURGRnUzVEE,,Hace 3 semanas,2020-03-23 11:44:55.320380,5.0,Domingo España Mesa,3,0,https://www.google.com/maps/contrib/106499943734031099870?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzbXJHQU1BEAEaFlpnbGtvb3NXWWRyLW9xdGxqVzFpNWc,,Hace 3 semanas,2020-03-23 11:44:55.322368,5.0,Isabel María Pérez Rey,0,0,https://www.google.com/maps/contrib/118090166235756604268?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzcXRtNGFnEAEaFjNwSzJkSU9leXlMUUdoTHJkcGdzanc,,Hace 3 semanas,2020-03-23 11:44:55.323367,5.0,M. Jesus Areste,0,0,https://www.google.com/maps/contrib/118325401147749939946?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzcW95dVJnEAEaFk1ZOEtFMGNQdkptSjZFMHV4bEhNSUE,,Hace 3 semanas,2020-03-23 11:44:55.325361,5.0,Rafael,1,0,https://www.google.com/maps/contrib/114552000576575475098?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzeXNlS21RRRABGhZDclQ4N2pLWWZrMUVESldaWmE1eUdn,Ideal para desconectar Es como ir al pasado y disfrutar de su encanto Animo a que se siga invirtiendo en mejorar lo que falta,Hace 3 semanas,2020-03-23 11:44:55.326359,5.0,Raquel silva,0,0,https://www.google.com/maps/contrib/117887934199530978501?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzeW96cjZRRRABGhZfLWgxOFdUdXJMWjg4bWw4c1A4ZzB3,,Hace 3 semanas,2020-03-23 11:44:55.327356,5.0,pokeinalover,1,0,https://www.google.com/maps/contrib/106061255367569656724?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzeW9DNkF3EAEaFnh5Vl9mZnRXTTRPd2ZaMEFRM0lyQ3c,Muy bonito y cuidado pero lo de alumbrar restos arqueológicos con luces de neón... no sé yo,Hace 3 semanas,2020-03-23 11:44:55.328358,4.0,Carri Carrizosa,0,0,https://www.google.com/maps/contrib/102002523657805585598?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzaXBHMFpnEAEaFmdOWG9UVUdZNVdDYnA4WUhvcUs5RkE,,Hace 3 semanas,2020-03-23 11:45:01.879175,5.0,Marta Martínez,0,0,https://www.google.com/maps/contrib/107959053346899513561?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzaXI3b21BRRABGhZGa0paN2NoQ1RuaUoxbzFjZlJfaWRR,,Hace 3 semanas,2020-03-23 11:45:01.880172,5.0,Yessica Rodriguez,0,0,https://www.google.com/maps/contrib/105812598528256661053?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzaXM2SHZRRRABGhY1VG1zazUtLXZpb3NkYmsyTXBaektB,,Hace 3 semanas,2020-03-23 11:45:01.881169,4.0,Ricardo Santos,1,0,https://www.google.com/maps/contrib/117723906760325769330?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzc3RLZGpBRRABGhZ3S3d0NUk0LUw2RUl3YkpUZWlPLWd3,,Hace 3 semanas,2020-03-23 11:45:01.882167,1.0,Mati Lopez González,0,0,https://www.google.com/maps/contrib/100170914438886207770?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzMHUtUWhRRRABGhZ3WVh2VlIwU2JvOVNUdnlNcFF1TWpn,,Hace 3 semanas,2020-03-23 11:45:01.883164,5.0,Juan Carlos Roldan,25,0,https://www.google.com/maps/contrib/118279960463122387093?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzMHBPdzR3RRABGhZOOVJkZE9pZnlsc3pwN0RRc1ZuVlBB,Un sitio historico muy bonito y muy bien cuidado visitalo,Hace 3 semanas,2020-03-23 11:45:01.884161,3.0,Maria Auxiliadora Garcia,0,0,https://www.google.com/maps/contrib/109805391825255254546?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMHZtZGVREAEaFm9mQzJoQ2pSVzVleU9PZlVDOGRyQXc,Muralla visitable en toda su extensión,Hace 3 semanas,2020-03-23 11:45:01.885159,5.0,Domingo Domínguez Rodríguez,20,0,https://www.google.com/maps/contrib/115358708518538594622?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMHJDemRREAEaFkZpVE56SXZyRVcteHFTZ1VuYThpWlE,,Hace 3 semanas,2020-03-23 11:45:01.886156,5.0,Alex Cordoba,0,0,https://www.google.com/maps/contrib/114766031591534906482?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURza3RlWVF3EAEaFnV6eUlZenB2WW1LVEJMT1RXY1NycXc,,Hace 3 semanas,2020-03-23 11:45:01.887153,5.0,Marta Bustamante,0,0,https://www.google.com/maps/contrib/100117008424862799787?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURza3M2MFFnEAEaFmZ6aVZyYkJQOUpRQWVoX2tyVm5abnc,,Hace 3 semanas,2020-03-23 11:45:01.888150,5.0,Adrian Rodríguez ortiz,0,0,https://www.google.com/maps/contrib/115745304270619419183?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURza3FhWTh3RRABGhZPWVh0WV9oc1FtMVlFNi1SelVjZWVB,,Hace 3 semanas,2020-03-23 11:45:08.462361,5.0,Esther Vaello,0,0,https://www.google.com/maps/contrib/113757007440415959074?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNHV2NWZ3EAEaFmJoNHd1bU81RzZPdTB5LVRubGdpMEE,Buen sitio cultural,Hace 3 semanas,2020-03-23 11:45:08.464356,2.0,Juan Rubio Pavon,0,0,https://www.google.com/maps/contrib/112302419339541946882?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzNHYybHpRRRABGhZmY3YzdXgyMU16RDBzc2o3clRtMzNn,,Hace 3 semanas,2020-03-23 11:45:08.465354,5.0,Luis Guerra,0,0,https://www.google.com/maps/contrib/105606221019731400089?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzd29LSUJnEAEaFjNWdjZUcjhQNWF1TllRTl96MWUxbEE,"Lugar muy hermoso, dentro de los años que tiene bien conservado, se hace un buen y agradable recorrido, me gusto mucho",Hace 3 semanas,2020-03-23 11:45:08.467348,4.0,Concepcion Iglesias,0,0,https://www.google.com/maps/contrib/100726687053282333321?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzZ3JmWmdnRRABGhY5ZlRtMzdDSXZ4STlWWXFaekduQ3dB,,Hace 3 semanas,2020-03-23 11:45:08.468345,4.0,Alberto Mazo Martinez,0,0,https://www.google.com/maps/contrib/116716215042473952278?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzdlA3emdBRRABGhZfSmZHM2Y4V254MzktVW5Dc25TVnpn,,Hace 3 semanas,2020-03-23 11:45:08.470340,4.0,Francisco Dias,4,0,https://www.google.com/maps/contrib/104749808791311569549?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzblBLQ0RREAEaFnJzN0txNmNoZVpsbFlDM1VQNmx4Y0E,,Hace 3 semanas,2020-03-23 11:45:08.473332,4.0,Ana Ribes,0,0,https://www.google.com/maps/contrib/107272143097793365760?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzckpUdmFBEAEaFi1TQ2NrVnA0VmUzV2dKQW9IWHdGMUE,,Hace 3 semanas,2020-03-23 11:45:08.475326,5.0,Jose Gaitán,0,0,https://www.google.com/maps/contrib/112461645221618694963?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzeklPdVhnEAEaFjJiT0l0V3YzakhmdEQ5YVZUamY5V1E,Para perderse,Hace 3 semanas,2020-03-23 11:45:08.476324,5.0,Ada Dolores del Carmen,0,0,https://www.google.com/maps/contrib/115583373737299924671?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzekwyQk5BEAEaFnZSbG1pSzF2UTNhdWkzcTE3c0NLVGc,(Traducido por Google) Muy hermoso lugar y maravillosas vistas sobre badajoz !!!  (Original) Sitio muito bonito!e umas vistas maravilhosas sobre badajoz!!!,Hace 3 semanas,2020-03-23 11:45:08.478319,5.0,Nelson Ramalho,21,0,https://www.google.com/maps/contrib/110669197619386076406?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzekltNWJREAEaFlQxb1dOSWN0aUxVcURVRDVUbGo3SFE,,Hace 3 semanas,2020-03-23 11:45:15.128151,5.0,Raquel González,0,0,https://www.google.com/maps/contrib/108198422491409605828?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzek1MajRBRRABGhZ4ZWZzam1GamNhdjZPRnBRMjIycEhB,,Hace 3 semanas,2020-03-23 11:45:15.129148,5.0,David Franco Núñez,0,0,https://www.google.com/maps/contrib/110193625643927906279?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUR3cHNPMWtBRRABGhYxSEt2X2d1OFhacmtsUUVBS0lSdUZB,Iba con personas ajenas  a Badajoz  y quedaron asombrados,Hace 3 semanas,2020-03-23 11:45:15.129148,5.0,Mercedes Dominguez Lozabi,0,0,https://www.google.com/maps/contrib/103898895244358412300?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzOUxXYWd3RRABGhZLN3VhQjBtcFB1Z1RlN3NZRFJPMV9R,"Un lugar patrimonio de la ciudad. La alcazaba es de las pocas muestras de muralla musulmana que quedan. Las comparaciones son odiosas, pero deberían fijarse en las cosas que hacen en Mérida o Cáceres para aprender como darle valor al patrimonio de Badajoz porque sólo tienes que darte un paseo por el casco antiguo para morirte de pena.",Hace 3 semanas,2020-03-23 11:45:15.130145,2.0,Sergio Guerrero,0,0,https://www.google.com/maps/contrib/103293253533217034100?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzMUlpTFhnEAEaFm5RdE9KaExhQ29Qdm9RN2l5RHRmbWc,,Hace 3 semanas,2020-03-23 11:45:15.131143,4.0,Rui Herdadinha,0,0,https://www.google.com/maps/contrib/103344003855870097798?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURzbEtYSHJnRRABGhZxRnRCcFlXUjdFSW9HeHZEdzZDbnZB,,Hace 3 semanas,2020-03-23 11:45:15.132140,4.0,Ale ST,0,0,https://www.google.com/maps/contrib/112597388933058474967?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNU9td0lBEAEaFlFSQUtZcE9IOXR1bUw0eXpybkFTVWc,,Hace 4 semanas,2020-03-23 11:45:15.133137,3.0,Nuno Cruz,0,0,https://www.google.com/maps/contrib/108588029322655171033?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzNUtxSUlBEAEaFlBhbGQzMHU1YXdvZjNFM2dfMlpWLXc,Excelente,Hace 4 semanas,2020-03-23 11:45:15.133137,5.0,Roberto Totah,0,0,https://www.google.com/maps/contrib/101702247981427842203?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURzcEp5WVZBEAEaFklVUXpmZTNhckM3S1BCRF9sOXNsY0E,,Hace 4 semanas,2020-03-23 11:45:15.134135,5.0,zoila villarroel,0,0,https://www.google.com/maps/contrib/101041439447256201806?hl=es-ES
