id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUQwcXBUMUV3EAEaFm54R0E4ZTlOUkZlWFpzYWt2OFhWN3c,,Hace 4 meses,2020-03-23 12:20:00.948151,4.0,Juan Luis Hinojosa,0,0,https://www.google.com/maps/contrib/102484112734596972146?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQweXZTaU1nEAEaFjZWd3ZRNVg0Q2UwMWw2NEVPakFjT0E,,Hace 4 meses,2020-03-23 12:20:00.949139,3.0,Rafael Diaz,0,0,https://www.google.com/maps/contrib/108546624976123296547?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwMHJiczZnRRABGhZxWmZxWlhVMmJXS3dNQ1N2aGh2SlNn,,Hace 4 meses,2020-03-23 12:20:00.950136,5.0,Felisicimo Hierro Pescador,0,0,https://www.google.com/maps/contrib/116476422719360965885?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQwd3IzMGVREAEaFjZ4VmhONllVdXZMX3dUeWF2UDI4VUE,,Hace 4 meses,2020-03-23 12:20:00.951115,5.0,Isabel Durán,4,0,https://www.google.com/maps/contrib/109064701732185777852?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwcE51MGpBRRABGhZjU2hlUWxvY1BJZWd0NzQwOXJBczln,👌👌👌👌,Hace 4 meses,2020-03-23 12:20:00.952112,5.0,Valentin Ramirez Garcia,0,0,https://www.google.com/maps/contrib/112599553844740988001?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQwNUxXckd3EAEaFmlIZGc2TW9SWEdycml0cU1nRlBVTmc,,Hace 4 meses,2020-03-23 12:20:07.248574,5.0,Javi jurado,1,0,https://www.google.com/maps/contrib/103250261147263573595?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwbUxYeHhBRRABGhZvRFdXd29QQlM5LUpNY3F2bjVRUjRR,,Hace 5 meses,2020-03-23 12:20:07.249567,5.0,Patri Gila,6,0,https://www.google.com/maps/contrib/105707114576699973435?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQwa05xUlJREAEaFjE5ZGFUR1MxRTE4MVNGcFI5T2VUR2c,,Hace 5 meses,2020-03-23 12:20:07.250564,5.0,_emi pinilla26_,0,0,https://www.google.com/maps/contrib/107498769580683416043?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwNGRDdDBnRRABGhY3QWxPLVNydDQ5MXBUS0pTZEladzdn,,Hace 5 meses,2020-03-23 12:20:07.251537,5.0,chica galaxy,2,0,https://www.google.com/maps/contrib/117414021824579067240?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwdEpmaFR3EAEaFlBqREpXS3NpOFdSNTdzMGV3bkFHYlE,Que bello lugar la señora que te da una pequeña guía es súper amable,Hace 6 meses,2020-03-23 12:20:07.252534,5.0,Karen Adams,0,0,https://www.google.com/maps/contrib/115134702224217250266?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwaU1ETXl3RRABGhZuaTJZcTdGdV9QU2tpM25oMmwtamNB,,Hace 6 meses,2020-03-23 12:20:07.253532,5.0,Alba Alcantara,1,0,https://www.google.com/maps/contrib/108632814672775330205?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwZ09lTHp3RRABGhZIamxCTzhrUUtFR3AzdVFEOGpXY0d3,,Hace 6 meses,2020-03-23 12:20:07.253532,4.0,victor rivas,0,0,https://www.google.com/maps/contrib/115115635517361597462?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVbF9pY3ZRRRABGhZON1o5RDdvV1d6YnVSdEp5TlJvVVJR,Muy bonito,Hace 6 meses,2020-03-23 12:20:07.254529,5.0,Andres Sierra barcenilla,0,0,https://www.google.com/maps/contrib/107045468086557110610?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNRZ0kzOTlnRRABGhYydU1yNmhRazVESF81U3RndHcybkxR,"Buena colección de artistas como Naranjo, Barjola,...",Hace 6 meses,2020-03-23 12:20:07.255526,5.0,j gomez,0,0,https://www.google.com/maps/contrib/111625425887828273877?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVNWEtZ1FnEAEaFmxWblJuU3R5TXE1anVJYm9rcnh0S1E,,Hace 6 meses,2020-03-23 12:20:07.256524,5.0,r7az,1,0,https://www.google.com/maps/contrib/103706247774900086464?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVcWNTMndBRRABGhY4b3FKT2NkbWZoWFBSUF9GRmhMV2xn,"En mi humilde opinión, mal gestionado! Se podria sacar más partido, por situación y espacio disponible!",Hace 6 meses,2020-03-23 12:20:13.891478,1.0,Gini Vt,0,0,https://www.google.com/maps/contrib/109466787673064483061?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVbnNxUDdnRRABGhZ4eDFKcU5kR3lfU0l3YjFRbU9kc3dn,"Está ubicado en una antigua cárcel y alberga obras de artistas contemporaneos de España, Portugal e Iberoamérica ,Luis Buñuel ,Juan Barjola, Daniel Canogar, Miguel Navarro , Pablo Palazuelo además de otros nombres conocido del panorama artistico extremeño ,español ,europeo,  americano y asiatico, el museo abrio sus puertas en 1995 ,la entrada es gratuita",Hace 6 meses,2020-03-23 12:20:13.892476,5.0,Isabel,0,0,https://www.google.com/maps/contrib/109752631259972609353?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVa2E2X1FREAEaFjNxM0hJWG9zVGRaSERjYmU1bWxrd1E,"Necesita, en mi opinión, más colecciones cercanas al público pacense",Hace 6 meses,2020-03-23 12:20:13.893473,3.0,Israel Vazquez,9,0,https://www.google.com/maps/contrib/100422886172960417973?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURVb1lPcVhnEAEaFnFpYW4xRGNTSDI5QkFXN3pXZHl0Ync,,Hace 6 meses,2020-03-23 12:20:13.896465,5.0,Isabel Mendes Marques,3,0,https://www.google.com/maps/contrib/109929898198758429788?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVeXFTWTVRRRABGhZrYk1adnhNb2FNNTU4c1kyeDRkX0p3,Por el contenido de su esposicion y alguna otras cosas para descubrir,Hace 7 meses,2020-03-23 12:20:13.897462,5.0,Maribel Villarino,135,0,https://www.google.com/maps/contrib/115044437516292653336?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURJODV2WXdnRRABGhZwZXFpZlJCc2NFZWFHMUNVZWNVSVZ3,"Muy poco promocionado, una lástima.",Hace 7 meses,2020-03-23 12:20:13.898459,4.0,Linda,0,0,https://www.google.com/maps/contrib/106472486530617311561?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURVNExLbjlBRRABGhZ2VDI5a2VHTko1U01RUnkyemo3ODhB,,Hace 7 meses,2020-03-23 12:20:13.899456,5.0,Luis Acero,20,0,https://www.google.com/maps/contrib/101505893996525222037?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNVdjcyUWtBRRABGhZrQTgtbmQyclFPLVBNVzNjVUNVREd3,,Hace 7 meses,2020-03-23 12:20:13.900456,5.0,Ana Martínez González,0,0,https://www.google.com/maps/contrib/114433810739523395418?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNVbjVTNXRRRRABGhZ5QXZkalhqY0tNM2gyV2Vta1Y5dW5n,,Hace 7 meses,2020-03-23 12:20:13.901451,4.0,Yasmina Fernanfex,0,0,https://www.google.com/maps/contrib/112157528225125118309?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNVaF9fSmdRRRABGhZadml0a3BlcXVoRXB6TlhnNU1TaVRB,,Hace 7 meses,2020-03-23 12:20:13.902449,5.0,Nelson Alfaia,0,0,https://www.google.com/maps/contrib/115131901532748354658?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNVN2VUbXJnRRABGhZlMTNWWXV3aHhHUmJpVF9zdVZuSWpn,,Hace 7 meses,2020-03-23 12:20:20.391512,3.0,Vicente Javier Pavón Tapia,0,0,https://www.google.com/maps/contrib/116419590334447969954?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNVamVxcVNBEAEaFmk0QVFqbTFmdEJVd202ajV2aWVtcHc,,Hace 7 meses,2020-03-23 12:20:20.392510,1.0,Antonio Jesus Guadalupe Molano,0,0,https://www.google.com/maps/contrib/108328353033031640310?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNVdE8tMmJnEAEaFlFZLXE2TFU0NGlRaVJpeFRHTEJiSXc,Variedad de autores y de obras de gran nivel artístico,Hace 8 meses,2020-03-23 12:20:20.393506,4.0,Francisco Ramon Hernandez Espino,10,0,https://www.google.com/maps/contrib/105031063222807226284?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNVMkl6Y2NnEAEaFmRKRGNsOV9fNThtOFJtSlZ3Qlh1VGc,Tiene algunas piezas de mucha calidad,Hace 8 meses,2020-03-23 12:20:20.394505,4.0,Eugenia Castañeda,1,0,https://www.google.com/maps/contrib/114375720105570746778?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNVMEtfY3VBRRABGhZjeXlrZVd0dW5Sa0FYTnVMT0xxODdR,,Hace 8 meses,2020-03-23 12:20:20.395502,5.0,Mónica F,8,0,https://www.google.com/maps/contrib/113038782834809669251?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURrXy1yazh3RRABGhZ1emg5b0JxQXhQUVQ1aUpQX1ItSnZ3,Bien un poco alejado lo mejor es que a veces hacen actividades culturales para los pequeños y mientras tanto puedes contemplar las obras,Hace 8 meses,2020-03-23 12:20:20.395502,4.0,Fernando tena,0,0,https://www.google.com/maps/contrib/101333106802825249111?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURrOTVIY3hBRRABGhZjNlJTaGRsa2FPYkJIT1lmOWhpWEdR,,Hace 8 meses,2020-03-23 12:20:20.396499,5.0,Magdalena Galiano barba,0,0,https://www.google.com/maps/contrib/102337997131169736051?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURrcS1XNzN3RRABGhZBdkJIVzUzaGVpelJkX3dHU0xScktR,Donde el arte se hace  visible,Hace 8 meses,2020-03-23 12:20:20.397496,5.0,Raul Dicente,0,0,https://www.google.com/maps/contrib/109180249073812061749?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURrNlpEN1RREAEaFmhyZE1vTlNXMkhJNDNzZy1rNGd4eVE,,Hace 8 meses,2020-03-23 12:20:20.398494,5.0,maria fatima v. lino,0,0,https://www.google.com/maps/contrib/108131581737352059151?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURrb2N6ZmpBRRABGhZrNi1FZVV4VDZpYTg1MzFOLW51dGh3,,Hace 8 meses,2020-03-23 12:20:20.399491,4.0,Jonatas Afonso Oliveira Neto,0,0,https://www.google.com/maps/contrib/116812297730112043574?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUNFdTV6ekpBEAEaFndrSFU2a1VSMHRfNFlBb1NwMHJ1SXc,(Traducido por Google) Entrada gratuita y mucho buen arte. Creo que fui la única persona en todo el lugar.  (Original) Free entry and a lot of good art. I think I was the only person in the whole place,Hace 9 meses,2020-03-23 12:20:26.826505,4.0,Maynard Dodson,0,0,https://www.google.com/maps/contrib/105531425337312268433?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQ0cGUzakRREAEaFi1lWkxWY1dXdk1PenVxcGNWV3Y1NXc,,Hace 9 meses,2020-03-23 12:20:26.827503,5.0,Ramón Carapeto,0,0,https://www.google.com/maps/contrib/116270730077383971705?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUM0NjRuSkRREAEaFmNXQ0MtZnYwYUFhWU42YmoxdTVMMWc,"Presentación del libro ""La Doble Transición"" de Raúl Solis.",Hace 9 meses,2020-03-23 12:20:26.828501,5.0,José Manuel Núñez,0,0,https://www.google.com/maps/contrib/118006923304202377686?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUM0ODhhZ093EAEaFlVWWTVSVDRaTmIwYTBOSWktdFJ6RFE,,Hace 9 meses,2020-03-23 12:20:26.829522,5.0,Pedro Jose Carroza Carroza,0,0,https://www.google.com/maps/contrib/108094323825571039368?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUM0dy1ydEp3EAEaFjhCcGlNZ0xZczE2bUoyOFVWNGhhSmc,,Hace 9 meses,2020-03-23 12:20:26.830520,4.0,Antonio Venancio,0,0,https://www.google.com/maps/contrib/109590722241008023442?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUM0X2JHMXdnRRABGhZ6c1psUjlocHpNT19xbkNYNF90QWh3,,Hace 9 meses,2020-03-23 12:20:26.831516,5.0,Milena Nascimento,1,0,https://www.google.com/maps/contrib/106961922027930346317?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUM0dU1US1p3EAEaFjVoQWg1TEhsVXpYbnlFU1NzREJXSEE,,Hace 9 meses,2020-03-23 12:20:26.832522,5.0,carlos g. torrico,0,0,https://www.google.com/maps/contrib/102502868008311632529?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUM0cUo2dktBEAEaFlo2M1YzYUoxSkRXMHVoNkw3VWtJdGc,Los pokeparadas son lo mejor,Hace 9 meses,2020-03-23 12:20:26.833511,5.0,Marcos Santos Garcia,0,0,https://www.google.com/maps/contrib/108523992713967973920?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZejlYMnhBRRABGhY3b0YxMVhtWTNRZFNwQXZhalkxWE1R,,Hace 9 meses,2020-03-23 12:20:26.834508,5.0,Mr Foxy820,0,0,https://www.google.com/maps/contrib/115733444986398881832?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZOV9mTlhREAEaFnhtZHUyV2tkbW56OXo5em1DNFBfb2c,,Hace 9 meses,2020-03-23 12:20:26.835509,5.0,Montse Trujillo,18,0,https://www.google.com/maps/contrib/113187697398584139793?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZNV9pNmtBRRABGhZGWmZMc0hhOWs2SWZqbjJocUV0N3J3,Un lugar para ver el arte de cerca,Hace 9 meses,2020-03-23 12:20:33.380336,5.0,Jesus Ignacio Ortiz Bravo,0,0,https://www.google.com/maps/contrib/104709242772427894787?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZbTRpLXZRRRABGhZqcnl5NDFkeWR0MGlPLVpYNHl0T3Z3,,Hace 9 meses,2020-03-23 12:20:33.381333,4.0,Agustín G. Nogales,0,0,https://www.google.com/maps/contrib/114556185204634150019?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURncTYyQWlRRRABGhZTMGw2WEdiUm9ua05fdkg0dzdVX1VR,"Esta construido sobre una antigua carcel. Tiene unos jardines estupendos. Suelen tener exposiciones interesantes. Le hace falta un poco de cariño, necesitaría otra dinámica. Se echan en falta otro tipo de iniciativas, infantiles y juveniles sobre todo.",Hace 10 meses,2020-03-23 12:20:33.381333,4.0,Luis Reja,0,0,https://www.google.com/maps/contrib/106529386800653338909?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZelppbWRREAEaFjh6NUgwd2dRUmVRYWxWY1VhS1NmNlE,,Hace 10 meses,2020-03-23 12:20:33.382331,4.0,Manuel Fernández,0,0,https://www.google.com/maps/contrib/115065164641512954881?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZalpPWHBnRRABGhZnbDFIZDRHb1lsQnBocWRGOWMyVi1B,,Hace 10 meses,2020-03-23 12:20:33.383328,4.0,Tomesito _Ofisial,0,0,https://www.google.com/maps/contrib/110294386943258046427?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZMWNEdGRREAEaFlRJeVd4R29pVlFpNTBzOFdlVlM4eVE,,Hace 10 meses,2020-03-23 12:20:33.384325,5.0,Alonso Pereira Exposito,0,0,https://www.google.com/maps/contrib/110809965888268901743?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZd1k2emRREAEaFkdWOGtfTDdYSGFFc1JlRmtnOVk3OXc,,Hace 10 meses,2020-03-23 12:20:33.385322,5.0,José Manuel Rodríguez Pizarro,0,0,https://www.google.com/maps/contrib/106767373099177953453?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZdHNXenB3RRABGhZyc3VQOGVZT1dQT04zc1FTNk5FSV9R,Decadencia absoluta. Por dentro y por fuera.  No entiendo cómo está tan dejado...,Hace 10 meses,2020-03-23 12:20:33.386320,2.0,JFES,0,0,https://www.google.com/maps/contrib/105972417497542072288?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNRamVESjB3RRABGhZtcGJpcGlEc2ZiV2U2d1RKdEFJLTNn,Merece una visita,Hace 10 meses,2020-03-23 12:20:33.386320,5.0,Antonio Pintor,0,0,https://www.google.com/maps/contrib/105193641974835235860?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZcXJQR1VBEAEaFjE3b0xxNUpqb2R6bzhEeC1SMFpISWc,Excelente distribución de las obras para su contenplacion,Hace 10 meses,2020-03-23 12:20:33.387317,4.0,Rufina Venero Gregorio,24,0,https://www.google.com/maps/contrib/100907547649701337564?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZdEtpZWhRRRABGhZGRHVRQzBDY3V1OVQ0UGFyYkhsOEpn,"Muy interesante la exposición temporal de Jorge Martins, ha sido un descubrimiento para mí",Hace 10 meses,2020-03-23 12:20:39.922400,4.0,Marcos García,0,0,https://www.google.com/maps/contrib/104927505270245310731?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZLU1HeTBRRRABGhZxNlRxZk1DLXdrYy1ndV9MS3dBN293,Muy variado en eventos,Hace 10 meses,2020-03-23 12:20:39.923397,3.0,p_josman González,55,0,https://www.google.com/maps/contrib/112857787504291476266?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSURZLUlLVXVBRRABGhZ4WGxqVzRaUG5tZWhLaXYxeE0wa1Vn,,Hace 10 meses,2020-03-23 12:20:39.924394,3.0,Pedro Cerqueira,0,0,https://www.google.com/maps/contrib/103479283383411601229?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSURZOEpPX0hnEAEaFk9yT1dyVDJEMEFqWDVSQmxLeC03VFE,,Hace 10 meses,2020-03-23 12:20:39.926402,4.0,Gabriel Robustillo vargas,0,0,https://www.google.com/maps/contrib/103609830630308744895?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZc1BDbXN3RRABGhYweHlUa2hpQk5HNGFPS2E2N1haYjd3,Trabaje squi durante muchos años.,Hace 11 meses,2020-03-23 12:20:39.927387,4.0,Cesar Ortiz Santos,0,0,https://www.google.com/maps/contrib/100792408635123282386?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZeDd6cWhBRRABGhZOaFRVaEY4WmY4MTZTUjZMeWNMMEdn,,Hace 11 meses,2020-03-23 12:20:39.928384,5.0,sara martinez castaño,0,0,https://www.google.com/maps/contrib/100256066805151626626?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZNl9IVF9nRRABGhZ5MzU5TUVFYk9UMWVwb0lVUU9FOUp3,,Hace 11 meses,2020-03-23 12:20:39.929381,5.0,MJesus RT,8,0,https://www.google.com/maps/contrib/109988953053888011932?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZcTc3ejZBRRABGhZRYVEyMmN2SHNMdnJWNzlZLURiWWFR,,Hace 11 meses,2020-03-23 12:20:39.929381,2.0,Ismael Exposito,0,0,https://www.google.com/maps/contrib/101965654388170779892?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZc2ZyZXpnRRABGhZxZkRFbVVXRURTcUQxbC0xcjc0Nkxn,,Hace 11 meses,2020-03-23 12:20:39.930378,5.0,Elisa Barrientos Blanca,3,0,https://www.google.com/maps/contrib/109431570733480669888?hl=es-ES
